"id","timestamp","sensor_id","traversed","entered","exited"
"74dfd246-8840-4837-a885-60f7ee84c6ef","2024-12-10 07:12:58.149986+00","D80C",3,2,1
"27e1d109-79c4-48e6-85eb-8a32e7d081fb","2024-12-10 07:15:58.166549+00","D80C",2,1,1
"c8d47bd3-d6a1-4555-a146-57067aca4439","2024-12-10 07:16:28.174811+00","D80C",1,0,1
"00ce0e60-8b4d-4ffc-9b01-89f303b8f0c7","2024-12-10 07:16:58.183337+00","D80C",4,2,2
"d6722114-410e-4c63-a69a-9727cf46e04c","2024-12-10 07:23:58.210238+00","D80C",1,1,0
"36311b89-ae7d-433a-aac6-abb2ce4b53e2","2024-12-10 07:30:28.233644+00","D80C",1,0,1
"fb1335c6-36d6-4b0a-bff8-8e8a82671e41","2024-12-10 07:34:28.253238+00","D80C",1,1,0
"03b2af64-9396-41ff-b177-6192eb9e1777","2024-12-10 07:34:58.261135+00","D80C",6,3,3
"60260366-c0e0-406b-b847-68819b461113","2024-12-10 07:37:28.275252+00","D80C",1,1,0
"dd171191-b450-481d-9b22-9c4fe546ced5","2024-12-10 07:43:28.296592+00","D80C",3,1,2
"9d9e2cfb-72b8-4656-a6d7-45e1cc6b3fd3","2024-12-10 07:55:58.343194+00","D80C",1,0,1
"23739657-b13d-4127-b9e9-5219b23a4180","2024-12-10 08:04:58.379349+00","D80C",1,1,0
"f356c42a-d860-4001-91b0-6b3671549b0b","2024-12-10 08:05:58.388633+00","D80C",3,1,2
"c3e40496-978b-4357-b6fd-ca961389c804","2024-12-10 08:15:58.424822+00","D80C",2,1,1
"7af99cb4-fba0-44e8-9c7e-3b22e16a417d","2024-12-10 08:28:28.467575+00","D80C",1,1,0
"ecd9aba8-f1a9-4842-ba74-d361714b9647","2024-12-10 08:29:28.478005+00","D80C",3,1,2
"ab1c05a9-ab31-4840-8fa1-6e824c8de6a1","2024-12-10 09:00:28.585335+00","D80C",3,2,1
"c70ae6ed-f615-4a5f-8f06-8bd5926624aa","2024-12-10 09:01:28.594047+00","D80C",2,1,1
"b759ec37-8402-4976-a795-d76771e7ef39","2024-12-10 09:10:58.627314+00","D80C",1,1,0
"59031413-7f86-4244-890d-e1c65d4d82e0","2024-12-10 09:11:28.636688+00","D80C",1,0,1
"45ddff6c-bd49-4f06-9d6c-2cf243b24ee2","2024-12-10 09:14:58.651613+00","D80C",1,0,1
"20770575-bc5e-4386-a9b9-711cb7c640b8","2024-12-10 09:26:28.694786+00","D80C",1,1,0
"d26eefc4-d261-4c86-915a-079ec70db72b","2024-12-10 09:28:28.705803+00","D80C",1,0,1
"d85d8bcb-633a-41f2-907f-604afa3bd4bb","2024-12-10 09:51:28.767319+00","D80C",1,1,0
"7129b31c-f1af-430d-b460-a56db52b2ca8","2024-12-10 09:51:58.781846+00","D80C",1,0,1
"175af6f1-4567-425d-bac4-c2d61422a87e","2024-12-10 09:52:28.789085+00","D80C",1,1,0
"fdd96c04-ae41-4da8-9930-c11e034d2676","2024-12-10 09:55:28.80187+00","D80C",4,2,2
