"id","timestamp","sensor_id","traversed","entered","exited"
"46603291-dee1-40c6-9d81-334fcc3e3d11","2024-12-11 04:12:47.442856+00","D80C",1,1,0
"7a3440d3-0ac5-4cac-a639-6da1c6aa9e1e","2024-12-11 07:06:58.939969+00","D80C",1,0,1
"8508b7ee-7dcf-46a8-9fcd-42f14d7c446f","2024-12-11 07:07:08.94853+00","D80C",3,2,1
"a1622a83-ffd0-475d-acfe-beded85f7774","2024-12-11 07:07:18.957118+00","D80C",2,1,1
"0c125bbf-16db-440b-8930-1ac7179499b3","2024-12-11 07:11:08.996185+00","D80C",1,1,0
"7bd17b7a-7d56-4548-9fbf-f65836f8b33f","2024-12-11 07:11:19.005185+00","D80C",1,0,1
"71f7027b-0396-4e08-be1c-9a3f47115bc4","2024-12-11 07:28:39.15714+00","D80C",2,1,1
"38116e11-131f-48f1-99e7-d5c7a88bcee6","2024-12-11 07:31:49.194789+00","D80C",2,1,1
"cd56717a-b14c-4f95-bcaf-04fe0121c0f4","2024-12-11 07:47:39.32992+00","D80C",2,1,1
"1e0950c3-149d-48c5-bc5b-68bbb2e04b25","2024-12-11 07:48:39.345252+00","D80C",1,0,1
"3cd36d8c-208b-4a2e-9289-e2dbe5f53d26","2024-12-11 07:51:09.3735+00","D80C",1,1,0
"8a8d0a54-2880-4aaa-a18b-1ce871424992","2024-12-11 07:59:29.445005+00","D80C",1,0,1
"eca99ffb-e76c-4988-b348-43402096e8b4","2024-12-11 08:04:29.494684+00","D80C",2,1,1
"7b1f838e-7fed-469b-b400-7bd6bac96d6c","2024-12-11 08:05:19.509128+00","D80C",1,1,0
"40c73d50-9e4d-4721-bdd1-19ccbc994d2c","2024-12-11 08:05:39.518199+00","D80C",1,0,1
"17c9fc34-e747-4209-a93f-a7cc6fbf55e4","2024-12-11 08:08:39.552808+00","D80C",1,1,0
"0ef811b3-1b00-481d-83c7-3f0310cc5ec1","2024-12-11 08:08:49.584333+00","D80C",2,1,1
"37488980-6918-4515-bfed-98a4fcde09c9","2024-12-11 08:41:29.860006+00","D80C",1,1,0
"dd86a1a8-a2b4-421e-bc11-29810e01327d","2024-12-11 08:42:09.872343+00","D80C",1,0,1
"ba59de9d-4298-4e68-bef9-7aa499fe86ba","2024-12-11 08:42:59.885274+00","D80C",2,1,1
"e6dd1af0-2595-4571-8543-37dc30ac4740","2024-12-11 08:54:39.981527+00","D80C",2,1,1
"5c4aed16-f4a5-4608-9c52-0e6fa5850cc8","2024-12-11 08:58:20.059495+00","D80C",2,1,1
"c40150e0-e574-4e4d-9545-5401ec85e68a","2024-12-11 09:00:30.084201+00","D80C",1,1,0
"6568421f-eebf-401a-9bf2-d877520f8f00","2024-12-11 09:00:40.093369+00","D80C",1,0,1
"921dad51-7590-4e59-b2c3-df01208ea234","2024-12-11 09:01:20.105899+00","D80C",1,0,1
"e18bb5ac-d43c-4ea3-a29e-fe0ce75531da","2024-12-11 09:01:30.113144+00","D80C",2,2,0
"7399126b-0492-4c05-8cd5-59ebd1ed8dc2","2024-12-11 09:01:40.121507+00","D80C",2,0,2
"3689e56d-52bd-47e2-a87e-6eb786c73f5c","2024-12-11 09:01:50.128204+00","D80C",2,1,1
"7a953720-1139-4375-8cc9-0455ad8ec4a3","2024-12-11 09:02:30.137324+00","D80C",1,1,0
"e7071d1b-71de-4dd5-89d4-4ceaea274dc9","2024-12-11 09:04:00.154132+00","D80C",3,1,2
"5c21b57f-5a5c-4632-a5fb-7430e3bed366","2024-12-11 09:22:40.313649+00","D80C",2,2,0
"c1bd1289-5d58-40ea-b9e5-a9e9e8850681","2024-12-11 09:32:30.405339+00","D80C",1,0,1
"d23b2236-be43-421c-a456-77406d3168b9","2024-12-11 09:43:00.505288+00","D80C",1,1,0
"e2017c40-153b-49d0-a158-f5a9f1c68ad1","2024-12-11 09:43:10.512406+00","D80C",2,1,1
"b4c34381-1c80-47f2-b807-76243a558c2b","2024-12-11 09:49:00.574055+00","D80C",2,1,1
"0b58f1ac-f8b0-429d-8cf6-24ee4443d06c","2024-12-11 09:49:10.582336+00","D80C",1,0,1
"e4f4d1d1-038b-4e41-8af1-e766a42319fa","2024-12-11 09:50:20.598844+00","D80C",2,1,1
"5f6cf0ae-371d-4f53-8430-5b062d06a8f3","2024-12-11 09:52:20.620199+00","D80C",1,1,0
"232e796b-162d-49e2-bb8b-fe518bc79ce8","2024-12-11 09:52:30.629627+00","D80C",1,0,1
"b9d62a86-bfa9-4ba0-8719-db4c55989369","2024-12-11 09:55:30.659802+00","D80C",1,1,0
"5b678a99-4be4-4b9f-9c80-a8ef80281ce7","2024-12-11 09:56:20.682302+00","D80C",3,1,2
"d3c3c44e-015d-4553-8080-7e755da64c16","2024-12-11 09:56:40.691267+00","D80C",1,1,0
"5e486356-fee4-4589-8025-d904272a4812","2024-12-11 09:56:50.698971+00","D80C",1,0,1
"37c42809-96cf-493e-a76f-340504f83813","2024-12-11 10:00:10.731874+00","D80C",4,2,2
"9fabe9e7-b6ba-43df-a46a-725e5d008332","2024-12-11 10:00:20.738339+00","D80C",4,2,2
"1f87a1b5-33f3-4d44-894e-132213a3549d","2024-12-11 10:02:20.756583+00","D80C",1,0,1
"8fdedc3e-5019-4089-8b03-6a5f318a0bc4","2024-12-11 10:10:40.84076+00","D80C",2,1,1
"9ee7ba77-3172-4d65-8d57-a2a03f9acb4b","2024-12-11 10:11:10.850093+00","D80C",1,1,0
"14981202-5ffd-4e12-b127-a26849214cab","2024-12-11 10:11:30.858744+00","D80C",1,0,1
"6a14c07e-72e2-4abb-8028-200d0e99f462","2024-12-11 10:19:40.929831+00","D80C",1,1,0
"56298282-89e3-482f-a734-800507291bf2","2024-12-11 10:22:40.966248+00","D80C",2,1,1
"672ec318-08c2-4574-b008-a7530078c412","2024-12-11 10:24:30.989272+00","D80C",1,0,1
"0a86092b-56af-4696-8418-3a8da59267b4","2024-12-11 10:25:01.004002+00","D80C",2,1,1
"5e1389a1-511f-40cd-91d7-987f8cae8980","2024-12-11 10:27:41.031651+00","D80C",3,2,1
"a9688bc6-200c-4f32-9d88-abbb512ffc37","2024-12-11 10:27:51.038199+00","D80C",1,0,1
