"id","timestamp","sensor_id","traversed"
"78bebc1a-f784-4638-bfc1-dad79a3cf0dd","2024-12-05 13:57:56.342704+00","D80C",1
"4448d637-a215-463a-83e1-58553d6111b0","2024-12-05 14:00:41.399559+00","D80C",1
"b58bec92-91d5-4fa8-9802-fc9afc15b5fd","2024-12-05 14:05:06.477413+00","D80C",1
"09b1e4c3-2aa7-4aa7-ad34-82de996cdc94","2024-12-05 14:10:51.57472+00","D80C",1
"db676851-671c-4671-8720-9b89d4fdb68a","2024-12-05 14:11:06.585209+00","D80C",1
"8cc86dae-01cc-48e7-9183-b022cda94685","2024-12-05 14:17:41.704262+00","D80C",1
"29f0be16-d01c-4231-843f-471e6ee351d7","2024-12-05 14:21:51.7772+00","D80C",1
"ba4e38de-0fd4-4bbc-a720-192cb1aa3294","2024-12-05 14:25:16.839878+00","D80C",1
"8d380c85-f86c-4b0f-8953-62968cca8d7d","2024-12-05 14:26:26.863521+00","D80C",1
"6b675199-4b51-4b12-9a34-df5eb4c83a0a","2024-12-05 14:29:26.918448+00","D80C",1
"ae7feb65-5805-4813-ac43-885a1bbc8533","2024-12-05 14:31:51.95751+00","D80C",1
"554fac6a-5f8d-4321-92fa-ef4bf47c8287","2024-12-05 14:35:37.025839+00","D80C",1
"c19daceb-9a68-4273-9f2d-24d726028a40","2024-12-05 14:40:12.084074+00","D80C",1
"1a0b56cd-196b-4a52-861a-25d7226d9453","2024-12-05 14:40:37.096296+00","D80C",1
"9532319e-eb72-47b2-94b1-7f8f08347fc0","2024-12-05 14:57:07.291091+00","D80C",1
"91ebe7c2-6082-465c-b728-cd4582c593bd","2024-12-05 15:02:02.348392+00","D80C",1
"f837b4e7-ad8b-4f75-a6e4-7bca3bd06023","2024-12-05 15:03:42.373389+00","D80C",1
"b1462e68-85e8-4f58-98dd-13382daa83df","2024-12-05 15:22:07.574757+00","D80C",2
"b4eeffd7-a927-4ac9-bb0d-43f0b44fa128","2024-12-05 15:22:17.584652+00","D80C",4
"b1a24743-86b0-41f3-8647-1f98c90c1ae8","2024-12-05 15:33:57.705831+00","D80C",1
"ec73d9d9-16ff-44ec-8f97-261122bc0d73","2024-12-05 15:34:12.715697+00","D80C",1
"26feb74a-f4af-45c6-8b7e-f03c6a872743","2024-12-05 15:34:57.729476+00","D80C",1
"8b774fcc-7eb6-4f03-9f33-bdfc457e4717","2024-12-05 15:38:57.774709+00","D80C",1
"a916a7b9-cb73-46e4-a9fa-7cefaf470c11","2024-12-05 15:41:02.804908+00","D80C",1
"93caa9ab-b199-464b-b726-440471721936","2024-12-05 15:57:52.983557+00","D80C",1
"8a7f2449-f068-4568-8147-9ed91e9e48a7","2024-12-05 15:58:02.992135+00","D80C",1
"0ea05e7b-3658-4c0d-b945-0022ad49fb8f","2024-12-05 15:58:43.003601+00","D80C",2
"3ec5ccff-2ce1-4ea7-b189-6cd6fb1f63c7","2024-12-05 15:58:48.01241+00","D80C",2
"bf00ac2d-3163-4a78-b2e4-54fe9b4d9719","2024-12-05 16:03:03.07827+00","D80C",2
"35a66940-f927-4326-8d34-9b6f5db34c21","2024-12-05 16:03:08.086761+00","D80C",1
"d29dd69e-b548-4a30-b73f-5a0d1f8203f2","2024-12-05 16:03:28.097225+00","D80C",1
"4269ac8a-7fa3-44b5-a7f9-1b0a8c45aa37","2024-12-05 16:18:08.300811+00","D80C",1
"3b66d1a5-f0dc-4269-8496-0c07d3b063a9","2024-12-05 16:18:13.310063+00","D80C",1
"a4f5b960-6e0e-499a-8398-021626dfe8cb","2024-12-05 16:20:13.334821+00","D80C",1
"66bbad5d-4d0a-41cd-8566-4f11a7b59a6c","2024-12-05 16:20:18.350677+00","D80C",3
"dce1c8ab-675d-4eba-ae73-e9dd0087b390","2024-12-05 16:20:23.358634+00","D80C",1
"78695ab1-303d-472c-a845-e0d011b2d09d","2024-12-05 16:22:53.389237+00","D80C",1
"dbf82390-dc1d-453c-b56b-a94912eb2176","2024-12-05 16:23:23.402646+00","D80C",1
"fc66d72a-1656-461d-8472-347b725985a9","2024-12-05 16:27:43.456018+00","D80C",1
"baae828f-fa8d-496b-a8a0-ec6881830659","2024-12-05 16:27:53.466023+00","D80C",2
"2734dc7b-39e1-4331-a696-87caf0243699","2024-12-05 16:27:58.473172+00","D80C",1
"63603935-6734-4b6f-9425-b90c475c2659","2024-12-05 16:29:18.495563+00","D80C",1
"360889ad-2d22-47cf-a97c-d35d3d43261a","2024-12-05 16:34:03.550303+00","D80C",1
"34b005c2-ee77-49a9-b754-4a5d1d4ba39a","2024-12-05 16:34:13.559226+00","D80C",1
"6b034a89-d660-4c50-9f5b-223f6f0149e0","2024-12-05 16:34:58.572126+00","D80C",1
"27600909-6b25-4494-9c08-e0a45a1340d8","2024-12-05 16:35:18.584443+00","D80C",2
"8e8b7010-de42-4565-b61c-c6af16adfb6c","2024-12-05 16:35:23.593351+00","D80C",1
"eab0cf20-6ca2-4188-9aed-c54036765da2","2024-12-05 16:35:28.60184+00","D80C",2
"e271164e-acc6-4862-8287-cfb26e68b5c9","2024-12-05 16:46:38.726225+00","D80C",2
"4a5fe2a7-d0bf-45ec-8a7a-b1012cdc1097","2024-12-05 16:47:28.743507+00","D80C",1
"2225c9f4-ba43-4f0e-ad35-3ad82043822a","2024-12-05 16:52:03.796266+00","D80C",1
"8cb82bf4-ff6e-4549-bc60-b07af2a6edc6","2024-12-05 16:52:08.805193+00","D80C",1
"f5efd77a-6d9b-4c87-a5e9-2188ef328d21","2024-12-05 16:55:18.8451+00","D80C",1
"40383ed3-709b-4c0a-a9ae-2a3e97b9b60c","2024-12-05 16:55:23.852554+00","D80C",1
"2a800b4b-d256-4aad-8c59-969619f07b73","2024-12-05 16:56:13.868121+00","D80C",1
"0644e586-0b2a-4dc8-af76-8cd7d73cb4a1","2024-12-05 17:03:38.947264+00","D80C",1
"176fded0-c3a0-43b5-a8cd-5674bf4ba629","2024-12-05 17:03:58.957444+00","D80C",1
"8949d6fa-ebba-4ef1-8f0c-56926b34893c","2024-12-05 17:04:03.966068+00","D80C",2
"3ef2ee3e-955d-4740-860f-f777504a02da","2024-12-05 17:04:58.981261+00","D80C",1
"cf4b283e-8786-4c4c-a492-56d76f5d39e0","2024-12-05 17:21:14.152638+00","D80C",1
"1159b7f4-e0a2-4a40-8726-f2f88df6e67a","2024-12-05 17:23:09.179575+00","D80C",1
"3c3eaa95-dbb2-4592-a595-522428df22e6","2024-12-05 17:33:24.294267+00","D80C",1
"f620632c-d1a3-491d-a694-7b3ed06914aa","2024-12-05 17:33:34.30412+00","D80C",1
"275c0898-7277-4a01-893e-26353dbcc5bd","2024-12-05 17:57:24.662747+00","D80C",1
"477be043-9d87-41e3-9086-1a4b36dcc3fa","2024-12-05 17:57:34.673515+00","D80C",1
"681d1dc4-899f-4513-846d-da23d18e04ab","2024-12-05 18:01:29.739096+00","D80C",1
"6bbcbaea-79e6-4fe9-b46e-6a9430550649","2024-12-05 18:11:19.89739+00","D80C",1
"2415d766-3624-44a5-bb9c-ed9bea728c41","2024-12-05 18:12:24.922925+00","D80C",1
"9c6ae4b3-13f2-4703-8912-3d48bd119d9b","2024-12-05 18:32:55.256925+00","D80C",1
"9a757b18-ee96-46a6-aaa7-44118b60b90d","2024-12-05 18:34:10.283157+00","D80C",1
"257372de-3e4e-4093-82cd-6235ad133b67","2024-12-05 18:44:05.453906+00","D80C",1
"3de0371a-47d2-4fbc-ba8b-2a01187a8d38","2024-12-05 18:44:15.465065+00","D80C",1
"47e4df0c-e22b-45c7-8f65-e302dec23040","2024-12-05 19:01:35.750639+00","D80C",2
"3fc5286e-4f95-487b-a43c-d4a22282bb83","2024-12-05 19:02:10.762919+00","D80C",1
"f6c41282-e9f4-4d9a-a2d8-bb6be805b263","2024-12-06 00:23:35.978256+00","D80C",1
