"id","timestamp","sensor_id","traversed"
"9b572df7-e3a4-4b93-a79b-7438c3fea91f","2024-12-05 07:33:34.455273+00","D80C",2
"f8969504-2b5e-48fa-abca-de378447ea28","2024-12-05 07:34:54.485693+00","D80C",1
"9c23a20a-52fd-4e94-9ab4-3baae0e86115","2024-12-05 07:43:49.626702+00","D80C",1
"ef35ae97-defd-430a-a752-8eab9db08614","2024-12-05 07:45:09.660534+00","D80C",1
"d1a1545e-c9b8-4267-a993-215fef3e20ae","2024-12-05 07:50:24.752419+00","D80C",1
"30ea587d-bdec-4fab-8145-429585bb0010","2024-12-05 07:50:34.761158+00","D80C",1
"9bbed61a-0607-4d63-86c6-7f4303064fcb","2024-12-05 07:51:04.773176+00","D80C",1
"abd2a266-a2e7-4f81-8908-5ac79c1965a3","2024-12-05 08:08:55.065863+00","D80C",1
"70ef2b4f-ca71-49f7-8164-916dde70b2a5","2024-12-05 08:11:45.115286+00","D80C",1
"dcf2b8f8-8596-498a-a9d6-779742672e15","2024-12-05 08:13:40.147131+00","D80C",1
"038dfe0a-79e3-47c2-b78f-ba1c69f46e38","2024-12-05 08:24:50.335521+00","D80C",1
"5ee07aca-4981-449e-90cd-57bcf69264b5","2024-12-05 08:24:55.344493+00","D80C",1
"a9dfbbbe-3b6b-4f6d-b0df-11b78b90b5e2","2024-12-05 08:25:45.363731+00","D80C",1
"56ca8267-4351-4029-9d41-2e4dd1ac81c3","2024-12-05 08:26:55.39078+00","D80C",1
"310dc07b-176e-4b54-b899-94d5bebf251f","2024-12-05 08:27:00.399491+00","D80C",1
"49b787ae-f3d7-421e-acc9-47cbf8e42a51","2024-12-05 08:27:30.414936+00","D80C",1
"45c500f1-2f3d-4461-a40a-39923a3e6a3d","2024-12-05 08:32:20.49417+00","D80C",1
"16a1730b-34d9-4727-8963-7060054739ad","2024-12-05 08:35:30.548721+00","D80C",1
"69821f08-8005-4c3a-a0d1-7639ba3b3466","2024-12-05 08:37:15.603121+00","D80C",2
"9c3f3335-e01a-4001-b2a9-7ee1bc661e89","2024-12-05 08:39:25.647657+00","D80C",1
"066b4a67-a9eb-4943-8073-f03ba7e72ebf","2024-12-05 08:53:55.879538+00","D80C",1
"28d3ae4d-f8e7-4331-b8c9-aaa611448161","2024-12-05 08:57:05.935173+00","D80C",1
"425f4e59-c6a4-4c14-84a7-42e33acd1085","2024-12-05 09:16:01.250249+00","D80C",1
"4ea78fd7-5d5c-4d81-bf1b-8637c1114820","2024-12-05 09:16:11.258571+00","D80C",1
"14eaf4b3-9447-4b89-a4ff-faf64eff4ce3","2024-12-05 09:17:31.286629+00","D80C",1
"f0fa29db-3fd8-4a8d-9fdf-8dcc802eaf24","2024-12-05 09:18:01.300749+00","D80C",1
"e4201b4d-fa25-413c-85cf-55ff635b042f","2024-12-05 09:20:21.339784+00","D80C",1
"6a8f6d67-d392-4800-b1aa-677901b21dde","2024-12-05 09:29:21.495865+00","D80C",1
"0f16c645-b75b-47aa-bf4b-ceeddcd0e4d3","2024-12-05 09:29:26.503469+00","D80C",1
"333c8134-597f-4ad8-a636-c4ddfe038ee1","2024-12-05 09:29:51.515867+00","D80C",1
"c3408cea-a3ac-45c0-8605-063f55b2846c","2024-12-05 09:31:06.540811+00","D80C",1
"7b5c694d-5978-432b-87b5-8c5c0d9d4e12","2024-12-05 09:31:11.549542+00","D80C",3
"0e01e156-016e-4eab-9532-2a95ff109600","2024-12-05 09:34:11.597539+00","D80C",1
"1dd45ae6-d7b1-4e48-bf3f-5afb85f5c5a7","2024-12-05 09:36:06.63055+00","D80C",1
"239cfd26-c2f7-488b-a766-abb861cb2477","2024-12-05 09:38:21.67709+00","D80C",1
"7d19b135-bb7d-47c1-ae3f-ac66ad9bc92d","2024-12-05 09:38:51.690707+00","D80C",2
"e6277886-cd85-4588-ac7f-864d2995db49","2024-12-05 09:49:46.872849+00","D80C",1
"a4858274-f033-4c58-a192-3c7a99a3aaba","2024-12-05 09:49:51.881296+00","D80C",3
"ffe844fb-6374-497b-9428-69ac034bcadf","2024-12-05 09:49:56.88962+00","D80C",1
"5fa37dd4-c0d9-4505-9698-95d777247847","2024-12-05 09:50:41.912136+00","D80C",1
"b91d3151-59d0-481e-a809-57a86cea262e","2024-12-05 09:50:46.920285+00","D80C",1
"33a82bf9-7a57-4943-b1a0-e70431a2c752","2024-12-05 09:51:06.933583+00","D80C",1
"a71c59a3-698b-40e7-9f8b-f6017b5bebf3","2024-12-05 09:51:11.94163+00","D80C",1
"6a13592f-d4de-4c7e-be57-b424a4566776","2024-12-05 09:52:06.961806+00","D80C",2
"19d566b2-4a43-458e-8be3-cbcf1e2f0516","2024-12-05 09:53:06.984285+00","D80C",1
"128782f1-7d8e-46a2-8165-ee94ddf71b26","2024-12-05 09:54:02.009535+00","D80C",1
"9570d6b2-9852-4dcb-9a54-1f1194106101","2024-12-05 09:59:27.093833+00","D80C",1
"2a689478-3bf3-4c59-a5a7-534ac8f4e600","2024-12-05 09:59:47.104863+00","D80C",1
"68575357-c3f1-4a29-87d4-390b2af11e29","2024-12-05 09:59:52.114507+00","D80C",1
"78b92e51-6841-4ae9-9b92-8a8ef80cc170","2024-12-05 10:00:07.124781+00","D80C",1
"db8f2e28-bfee-4468-925b-27b02620a273","2024-12-05 10:00:12.131977+00","D80C",1
"39ce241d-f685-4d43-841d-668027916ef2","2024-12-05 10:01:17.153429+00","D80C",3
"055db4f5-0e27-4fb2-b00a-734b1f2bf239","2024-12-05 10:01:32.16473+00","D80C",2
"57644f78-1dae-4d73-8906-803e68f87c21","2024-12-05 10:02:32.182655+00","D80C",1
"3d2f1850-ac8d-475f-a242-1c4449fb3082","2024-12-05 10:02:42.191757+00","D80C",1
"81578df8-a3ab-4eaf-9c39-fc46f3c0a044","2024-12-05 10:04:02.212561+00","D80C",1
"1132bfaa-97bc-4395-9f82-3cdbc5c416fa","2024-12-05 10:08:22.299609+00","D80C",1
"7edffbc2-7081-4bd7-b39b-a64a5bcdedf8","2024-12-05 10:08:52.316363+00","D80C",1
"988725d6-5a02-4e00-a1de-8d42cf44fe6d","2024-12-05 10:14:02.41279+00","D80C",1
"f4497010-9b05-4183-a8bd-2bdb61f9d6fc","2024-12-05 10:17:27.483436+00","D80C",1
"79eec4b9-46c0-42ef-8b76-fcdf35e81dad","2024-12-05 10:17:32.491254+00","D80C",1
"fd43c0a8-b9ed-414b-aab1-01ab327bfe46","2024-12-05 10:19:27.536878+00","D80C",1
"e308e69c-40fc-422d-9e38-f59b57a74d0c","2024-12-05 10:21:27.577175+00","D80C",1
"8c03d81a-23b4-4e2f-8a61-7f96b92ca5c7","2024-12-05 10:24:52.629077+00","D80C",2
"5e43ed6f-07a9-41dc-8ef2-81235217dfbf","2024-12-05 10:26:17.656732+00","D80C",1
"adea3b1a-dc18-4bd8-9ba4-05949d87eaea","2024-12-05 10:32:17.974699+00","D80C",1
"49a5f8ec-4924-4010-90f6-b2e78def9b1f","2024-12-05 10:33:37.999015+00","D80C",1
"9bf26396-8096-4e91-9e77-2234758d4816","2024-12-05 10:34:33.023432+00","D80C",1
"d5acdd4d-b003-4fba-a037-89623f1afcb4","2024-12-05 10:43:58.212454+00","D80C",1
"3780de36-705f-447f-aeb4-dcfc89ba9c67","2024-12-05 10:47:03.279611+00","D80C",1
"fa06046f-96da-497d-b787-26646db95178","2024-12-05 11:12:13.702628+00","D80C",1
"13de15a2-e0f3-4630-9bee-7a42205d8418","2024-12-05 11:15:28.757174+00","D80C",1
"1c49e551-8ca0-4377-a59c-b3f1883e1b18","2024-12-05 11:17:28.787384+00","D80C",1
"73a90dfd-1cd8-44b5-8b7c-13d19e938018","2024-12-05 11:17:33.795696+00","D80C",1
"17355637-8932-46eb-ac93-9169cf22f0b6","2024-12-05 11:22:48.88163+00","D80C",1
"29b9f74b-b802-4f10-9b22-2ce037c46a48","2024-12-05 11:27:03.931776+00","D80C",1
"8f4bf16a-7a82-46f5-90f0-70f0e1c8e791","2024-12-05 11:40:19.145417+00","D80C",1
"b6e1e8cc-7a2d-44ce-a58f-32b84c96e7a2","2024-12-05 11:40:24.158341+00","D80C",1
"597cc991-40b0-4aad-8d99-a22ec58cb32e","2024-12-05 11:41:04.176509+00","D80C",1
"387018eb-5b39-4111-ad71-d2ff483112c9","2024-12-05 12:01:59.532534+00","D80C",1
"2e777a46-df5a-4e2b-a992-77282ceb5b08","2024-12-05 12:02:39.551551+00","D80C",1
"948a8150-4f87-43af-bdc2-b7bb9749eaa3","2024-12-05 12:03:04.563481+00","D80C",1
"0c262a35-9d7c-467f-84c4-ac8bdbfe1297","2024-12-05 12:03:14.574685+00","D80C",1
"0be8991d-7bb4-4868-82d0-c80159d65e42","2024-12-05 12:03:24.584647+00","D80C",1
"a7e20429-040a-4bf9-9597-847172812050","2024-12-05 12:04:09.608437+00","D80C",1
"ead93306-ea5c-4a39-af46-8f4fa3759e71","2024-12-05 12:06:24.651674+00","D80C",1
"409da0a6-9ed6-4c27-941f-c4a263dac1ff","2024-12-05 12:06:34.667316+00","D80C",1
"955610c8-315e-4805-8ebc-0f18bad3c558","2024-12-05 12:06:39.676321+00","D80C",1
"6749e20a-9ae4-4410-b9bf-9f32a7b6ab11","2024-12-05 12:12:19.771192+00","D80C",1
"d396dd5d-30de-43a9-9448-fc58bca333f5","2024-12-05 12:12:29.781439+00","D80C",1
"d24f3457-687d-4237-9b9e-d4c3e3990781","2024-12-05 12:14:14.813765+00","D80C",1
"c3db4684-f937-4c05-9bed-791a53f7a992","2024-12-05 12:22:59.966103+00","D80C",1
"bb674d29-acf0-4a7e-89fa-b9bcef3b572e","2024-12-05 12:23:09.977061+00","D80C",1
"b166eb67-f097-4338-89b0-d874fdbc3a66","2024-12-05 12:34:10.164429+00","D80C",1
"1dd11e39-e611-4cd9-8423-a576f6d4e9a2","2024-12-05 12:35:35.196566+00","D80C",1
"26d3dd2a-905d-40b0-a394-f51f37f3e853","2024-12-05 12:42:40.321508+00","D80C",1
"6548c589-d749-4de8-a8bb-7a6b2aee7af7","2024-12-05 12:52:00.487785+00","D80C",1
"3f55d00a-e276-434f-8862-6208a66e3c19","2024-12-05 13:00:40.61291+00","D80C",1
"85fa4503-ab25-450e-83f3-3e9c0f849d7c","2024-12-05 13:11:55.777307+00","D80C",1
"0ab4c6e5-b0f9-40a3-8dd4-76e94935836e","2024-12-05 13:18:05.879328+00","D80C",1
"d1812595-9930-4261-ab2e-ad3b4d88b6b5","2024-12-05 13:18:10.886472+00","D80C",1
"66942434-730e-42a2-b490-5a47026fabe7","2024-12-05 13:19:15.914132+00","D80C",1
"1638b478-2fc3-4d18-8bcb-5c8e19cd2d25","2024-12-05 13:38:26.117657+00","D80C",1
"df40a7ad-4ca4-4514-ae97-b5c99217766b","2024-12-05 13:40:41.148258+00","D80C",1
