id,timestamp,sensor_id,internal_temperature,free_memory,rssi,uptime,last_boot_reason
15ff019d-3aea-4b72-9330-008764f06c8d,2024-12-05 07:27:11.041557+00,D80C,41.599998,261936,-50,31,1
d4013fee-206f-4e55-bd09-649ebf16569a,2024-12-05 07:27:41.16568+00,D80C,42.599998,261896,-49,61,1
c2f59f64-37a3-4416-a618-e11a65fba196,2024-12-05 07:28:11.292196+00,D80C,41.599998,261936,-50,91,1
7723e64f-28ad-4d0c-aba6-1193a9d02ecc,2024-12-05 07:28:41.417193+00,D80C,42.599998,261860,-50,122,1
b0019946-73ce-4b56-8d5b-d738bc51a442,2024-12-05 07:29:11.540247+00,D80C,40.599998,261960,-51,152,1
85a6875e-b845-4bfe-b992-520667c06231,2024-12-05 07:29:41.665234+00,D80C,42.599998,261920,-50,182,1
976f2e13-28c8-45a6-8861-57fd92f0e34a,2024-12-05 07:30:11.789734+00,D80C,41.599998,261960,-50,212,1
0a47194f-2c08-4b31-bc26-220d32873f5e,2024-12-05 07:30:41.91429+00,D80C,40.599998,261960,-50,242,1
42b61302-4ce4-48cb-a9bb-4d413b76ecc7,2024-12-05 07:31:12.04424+00,D80C,41.599998,261916,-50,272,1
f4926c3a-7afa-4014-9475-2ecdabbbd056,2024-12-05 07:31:42.039226+00,D80C,40.599998,261960,-51,302,1
0b9dc3aa-2d9e-4689-8974-b332d2f96d1c,2024-12-05 07:32:12.162785+00,D80C,41.599998,261924,-50,332,1
62c4014a-f3c8-4420-ac4f-edfcccb3a0de,2024-12-05 07:32:42.16335+00,D80C,39.599998,261960,-50,362,1
33df8bbd-acf1-437f-8257-ae6ad592f1ad,2024-12-05 07:32:47.472163+00,D87C,31.4,261784,-60,32,1
b8d3f93d-2cd7-442b-8406-2182122547c0,2024-12-05 08:39:10.555486+00,D80C,38.599998,261956,-51,61,1
fb63a706-0e8b-4d08-826e-18a656b4a43f,2024-12-05 08:39:40.703013+00,D80C,38.599998,261952,-50,91,1
24d84aa1-6b24-40e3-ad4b-ad15060f7c0b,2024-12-05 08:40:10.804515+00,D80C,38.599998,261972,-50,122,1
7a90b553-2781-4214-94f5-a41444708b0d,2024-12-05 08:40:40.929644+00,D80C,38.599998,261976,-51,152,1
223fc66f-5493-4323-a9ed-f5355b06b60f,2024-12-05 08:41:10.929287+00,D80C,37.599998,261976,-49,182,1
9ecc0a50-50d8-483e-bc47-d5c3c544af8d,2024-12-05 08:41:40.929081+00,D80C,38.599998,261976,-51,212,1
569e9609-f4ee-45d5-95a3-8cae241beefa,2024-12-05 08:42:11.05351+00,D80C,37.599998,261976,-51,242,1
25a38a13-f2a2-47ea-9da3-2dfdf6b05994,2024-12-05 08:42:41.180127+00,D80C,37.599998,261976,-51,272,1
