"id","timestamp","sensor_id","traversed","entered","exited"
"57c5ff98-f8be-4fb5-a020-5c34060b84c7","2024-12-07 08:07:33.157987+00","D80C",1,NULL,NULL
"4fefbc19-9b53-4b63-bb2d-df528cc99160","2024-12-07 08:07:38.167125+00","D80C",2,NULL,NULL
"de9b64ce-76e1-4136-a78c-7a1f8844f5f6","2024-12-07 08:07:43.175407+00","D80C",1,NULL,NULL
"b9621fad-2c2b-414d-95cc-39fc68d062ae","2024-12-07 08:10:48.229863+00","D80C",1,NULL,NULL
"5bddd63b-c216-4d3f-8959-038c6545a4df","2024-12-07 08:11:03.23835+00","D80C",1,NULL,NULL
"52b35660-aa4d-4b63-beb5-0e380191c678","2024-12-07 08:11:13.247597+00","D80C",1,NULL,NULL
"56e0c011-580f-4607-9c28-7d376d3b2ac1","2024-12-07 08:16:38.339733+00","D80C",2,NULL,NULL
"ebd25ff9-5596-4500-8fbf-09a6d578cbb1","2024-12-07 08:16:43.346935+00","D80C",1,NULL,NULL
"15381d77-f95b-4bb4-a837-5c7d52c7017b","2024-12-07 08:17:53.370546+00","D80C",2,NULL,NULL
"962ef0da-23ba-4b6c-a786-3c666049f2a0","2024-12-07 08:20:23.416688+00","D80C",1,NULL,NULL
"0c5ecadd-9ffa-4b82-9a71-2b70f942ef33","2024-12-07 08:22:38.465781+00","D80C",1,NULL,NULL
"a59f106a-c0ee-4a4f-a879-35c901139259","2024-12-07 08:22:58.476543+00","D80C",1,NULL,NULL
"2d390f85-63c3-4e3b-9090-35889105b596","2024-12-07 08:25:38.519859+00","D80C",1,NULL,NULL
"033cdd09-e832-4170-875a-017450d9a726","2024-12-07 08:25:53.529372+00","D80C",1,NULL,NULL
"c4648846-866a-4725-a8d8-7e9ea9198f0e","2024-12-07 08:26:03.538345+00","D80C",2,NULL,NULL
"6320530c-64ad-40aa-8f20-e7848e5a23c1","2024-12-07 08:26:08.548111+00","D80C",1,NULL,NULL
"15fe8a55-1601-4bae-a463-b1008e5b044d","2024-12-07 08:31:13.631388+00","D80C",1,NULL,NULL
"3d5421c1-e77c-4993-b449-419a1290cf29","2024-12-07 08:31:23.640497+00","D80C",2,NULL,NULL
"ed79a8fb-d0a9-4065-9e53-8cf187b3d590","2024-12-07 08:31:28.648929+00","D80C",2,NULL,NULL
"a8c6bb1f-eee0-4dfd-a3c2-30545b8ceb7d","2024-12-07 08:36:58.746474+00","D80C",1,NULL,NULL
"e46022a0-f241-4684-a6ba-2a1a2936329c","2024-12-07 08:37:48.762753+00","D80C",1,NULL,NULL
"55f9223b-5055-400c-8c03-c7410f5e1c8b","2024-12-07 08:37:53.770192+00","D80C",1,NULL,NULL
"9215ac17-22f2-47b5-a768-d6a8ec3daf1a","2024-12-07 08:40:33.818753+00","D80C",2,NULL,NULL
"fa7a7e1a-736e-40ed-b5f5-6fe7b7fca3c8","2024-12-07 09:20:09.438635+00","D80C",2,NULL,NULL
"7fd05e1f-7229-4ee9-8cba-2bafccb8e7f7","2024-12-07 09:20:29.447724+00","D80C",2,NULL,NULL
"841d9aa2-93bf-4556-96cb-500df81d1576","2024-12-07 09:20:44.457231+00","D80C",1,NULL,NULL
"f3078b93-b4f4-4c76-90f6-d807de796905","2024-12-07 09:20:49.465523+00","D80C",1,NULL,NULL
"fbbd2163-063a-4a37-80a9-5c1d0673e265","2024-12-07 09:21:59.490525+00","D80C",1,NULL,NULL
"9663cc50-093a-4a20-a36c-007eabaf8085","2024-12-07 09:23:54.51879+00","D80C",1,NULL,NULL
"2e86dca1-6fb5-41fa-b599-299e39cdca8c","2024-12-07 09:24:19.529059+00","D80C",1,NULL,NULL
"e0778262-a519-4163-8037-02a55f49e2a0","2024-12-07 09:25:49.565068+00","D80C",1,NULL,NULL
"56427deb-97c5-404f-bd47-50046b647591","2024-12-07 09:34:14.663999+00","D80C",1,NULL,NULL
"454840ec-d4ef-44d3-a557-0caf9d311056","2024-12-07 09:53:49.871675+00","D80C",2,NULL,NULL
"0e15b158-f556-4f98-aa31-398a04b4d321","2024-12-07 09:54:04.883121+00","D80C",1,NULL,NULL
"c0a008cd-e3c1-48b3-b9d7-643390c2390c","2024-12-07 10:12:00.081578+00","D80C",2,NULL,NULL
"97e7e7a7-8a75-4e1e-bc0e-24feb19971f9","2024-12-07 10:28:50.30826+00","D80C",1,NULL,NULL
"4469d66b-e8bd-42a7-b415-4ab5c7a75a4a","2024-12-07 10:32:50.353704+00","D80C",2,NULL,NULL
